"synthetic_age","synthetic_always_lonely","synthetic_baseline_wellbeing","synthetic_community_cohesion","synthetic_eth_minority","synthetic_financial_crisis","synthetic_health_condition","synthetic_imd_decile_2019","synthetic_income_decrease","synthetic_lonely","synthetic_sex","synthetic_wave_1","synthetic_wave_4","synthetic_Weights"
77,4,7,12,0,1,0,"9",1,0,1,3,1,0.929169647359505
78,1,1,15,0,1,1,"10",0,0,1,0,0,1.208741352415
31,4,1,15,0,1,1,"10",1,1,1,11,12,1.13311074624085
53,3,10,13,0,1,0,"5",1,1,0,4,3,0.837045910562941
68,3,0,8,0,0,0,"8",1,1,0,1,0,1.48354023382318
42,4,3,20,1,1,0,"5",1,0,0,3,0,0.823862703910017
75,3,0,13,0,1,0,"4",1,0,1,1,1,0.991674480561279
17,0,0,19,0,0,1,"8",1,1,1,8,12,1.090798335817
22,4,0,18,0,0,1,"4",0,0,1,2,0,0.973598623335068
84,0,0,5,0,1,1,"8",0,1,1,0,1,0.503854650962061
84,0,0,9,0,1,0,"7",0,1,1,8,12,0.721027311284737
75,4,1,10,0,1,1,"4",0,0,1,2,1,0.912254390887791
40,1,0,14,0,0,0,"3",0,1,1,3,0,0.942645820954153
38,3,3,18,0,1,1,"7",1,1,0,3,0,0.995492888295736
33,4,1,5,0,1,1,"5",1,1,1,6,0,0.863353175363665
50,3,2,15,0,1,0,"1",1,1,0,4,0,0.620793908475071
67,0,4,19,0,1,1,"10",0,0,0,0,2,0.909758404839297
32,1,0,4,0,0,1,"2",0,1,0,0,0,1.34347597117501
68,4,3,7,0,0,0,"10",1,0,0,0,1,1.41156318848233
87,4,9,8,0,1,1,"7",0,0,1,5,2,0.944717508787704
49,0,9,9,0,1,1,"6",0,1,0,12,11,0.807527814061003
76,1,1,16,0,1,0,"7",0,1,0,5,12,1.28589334592158
36,4,3,20,0,1,1,"7",0,0,0,3,2,1.15129448566712
17,0,0,11,0,0,1,"10",0,1,1,3,2,0.909734940354295
76,0,0,15,0,1,1,"6",1,1,0,2,1,1.24722422394443
74,0,8,16,0,0,0,"7",0,1,1,3,12,0.666930288882092
34,2,0,17,0,1,0,"3",0,1,0,2,3,0.71856844330794
76,1,1,19,0,1,0,"7",0,0,0,1,3,1.0087972618885
34,0,1,10,0,0,0,"9",1,0,1,0,1,1.18449194233498
28,2,2,15,0,1,1,"7",1,1,0,4,9,0.677144811550876
58,0,1,13,0,0,0,"4",0,0,1,0,0,0.989799856115367
27,1,0,11,0,0,1,"3",0,0,1,0,1,0.60489491122631
81,3,0,11,0,1,0,"5",1,1,1,1,0,1.11478257707218
24,0,0,20,0,1,0,"7",0,1,0,1,0,0.603385461370127
17,2,1,15,0,0,0,"10",0,1,1,2,2,1.35983514294303
86,3,0,7,0,1,0,"4",1,1,1,1,0,0.801994839102143
70,1,1,6,0,1,0,"5",1,1,1,1,0,0.695599315598324
36,2,0,6,1,0,1,"2",0,1,0,1,0,0.779310878443587
38,3,2,4,0,0,0,"3",0,1,0,2,0,1.23065426794253
35,0,0,10,0,0,1,"5",0,1,1,0,0,2.49387748575518
47,0,1,14,0,0,1,"3",0,0,1,1,1,1.78371777263682
75,1,3,14,0,1,0,"2",0,1,0,3,0,1.51749510851547
62,2,4,20,0,1,1,"8",0,0,0,0,0,1.07178084894369
64,0,0,19,1,0,0,"6",1,0,1,1,0,1.6982249919527
24,2,2,19,0,0,1,"2",1,1,1,2,0,0.918980907924544
19,2,0,13,0,0,0,"2",1,1,1,0,1,1.14396886902948
71,2,1,17,0,1,1,"10",1,0,0,1,0,0.822566061330587
67,4,1,12,1,0,1,"9",0,0,0,0,0,0.822923381032592
27,0,5,12,0,0,1,"2",1,0,1,3,2,0.804597479158014
38,0,1,16,1,0,1,"10",1,1,1,0,0,0.854413039259789
48,3,3,16,1,0,1,"5",0,0,1,2,0,0.919450485128788
60,0,2,15,0,1,1,"9",1,0,0,0,2,0.737475328760368
66,2,0,8,1,0,0,"9",0,0,0,2,0,1.47655294339556
87,0,0,9,0,1,0,"10",0,1,1,0,2,0.802462270206297
35,4,1,8,0,0,1,"3",0,1,0,1,1,1.21833558766441
43,1,1,15,0,0,1,"7",0,0,1,0,0,0.960624272369395
74,0,2,18,0,1,0,"10",0,1,0,0,10,0.57425624817015
77,4,0,8,0,0,0,"6",0,1,0,2,1,0.826376742148813
82,1,0,20,0,1,0,"10",0,0,0,0,2,2.0595935895861
31,0,0,8,0,0,1,"7",0,1,0,2,11,0.71326441101465
33,1,1,15,0,0,1,"9",0,1,1,2,0,1.8151104854271
25,4,1,13,0,0,1,"9",0,0,0,3,0,0.729459349563256
81,3,1,18,0,1,0,"3",0,1,0,3,4,1.02147779759659
76,1,12,-99,0,0,1,"3",0,0,0,0,0,0.91943887521347
83,0,1,5,0,1,1,"8",0,1,1,2,0,0.925415342285683
62,1,5,12,0,1,1,"7",1,1,1,8,9,1.20684048709086
40,0,3,17,0,1,0,"6",0,0,0,4,1,0.837160985710819
47,4,0,19,0,0,0,"6",0,0,1,2,1,0.594196049694994
75,1,0,16,0,1,1,"4",0,0,0,0,2,2.01082275238815
66,3,2,17,0,1,0,"9",1,0,0,1,0,0.90695303621151
18,4,1,8,0,0,1,"9",1,0,0,0,0,0.837950221588035
81,2,0,6,0,0,1,"7",0,0,0,0,0,0.971263836149009
43,2,0,16,1,0,1,"1",1,1,1,3,0,0.931099315132811
86,3,0,13,0,1,1,"7",0,1,1,6,1,0.895888943828309
29,4,0,12,1,0,0,"7",0,1,0,3,8,0.486333808655742
36,0,0,19,0,0,0,"6",1,1,1,2,1,1.99757872321325
69,3,0,-99,0,1,0,"9",0,0,0,1,0,1.32152585051654
20,2,1,10,0,0,1,"5",0,1,1,1,1,1.39241721844973
58,3,1,13,0,1,1,"9",1,0,1,6,0,0.767087675778999
89,0,11,-99,0,1,1,"10",0,1,0,3,2,0.572151060316507
53,4,9,7,0,1,1,"5",1,1,1,7,1,0.784751514150617
75,4,5,11,0,1,0,"5",1,1,1,8,8,0.571379633018962
26,0,0,5,0,0,0,"2",0,0,1,3,2,0.948511219810776
48,2,0,7,0,0,0,"10",0,1,0,4,0,0.817395023067119
74,3,5,11,0,1,1,"6",1,1,1,4,0,1.02150687423314
17,3,0,16,0,0,1,"5",0,0,1,1,0,0.600656925585065
78,0,0,11,0,1,0,"10",1,0,1,0,0,2.24348311286629
92,4,1,9,0,1,1,"4",0,0,1,4,2,1.66927339824384
67,0,0,5,0,1,0,"10",0,0,1,1,1,1.07455741493389
18,0,3,18,0,0,1,"10",1,0,1,1,0,0.633101339610984
84,0,0,11,0,1,1,"9",1,1,1,2,0,0.866176948334906
28,4,2,13,0,0,0,"4",0,1,1,1,1,0.785075714823645
36,1,10,10,0,1,1,"9",1,0,0,11,8,0.724549222990543
89,2,2,13,0,1,1,"4",0,0,0,8,3,0.602927470029201
87,4,0,16,0,1,0,"4",0,1,1,8,8,1.11550825158293
56,2,4,14,0,0,1,"3",0,0,1,0,0,0.859157227295189
62,2,1,20,0,1,1,"9",0,1,0,2,2,0.849141537159182
76,3,0,16,0,1,1,"5",1,0,0,1,1,1.57896944353405
80,4,7,-99,0,0,1,"8",0,0,1,0,1,0.881984961140131
44,4,9,13,0,1,0,"2",0,1,0,9,3,0.819624621338752
67,0,0,14,0,1,1,"3",1,0,0,0,0,1.78840204401851
83,4,2,20,0,1,0,"4",1,0,1,2,1,0.953617015075494
57,0,0,4,0,0,0,"5",0,1,0,0,3,1.3253377801833
22,4,0,8,0,0,0,"5",0,1,0,6,4,1.1437808581492
82,4,6,18,0,1,1,"8",1,0,0,1,0,0.664573102907116
59,4,0,6,0,0,1,"7",1,0,0,1,1,1.23509195316137
79,1,2,6,0,1,0,"7",1,0,1,0,3,0.488756102067158
38,4,0,15,0,1,1,"10",1,0,1,6,3,0.770899041432366
68,2,0,13,0,1,1,"1",1,1,0,4,1,0.697446923928713
91,0,0,7,0,1,1,"6",0,0,1,0,0,0.937291610680897
92,0,4,17,0,1,1,"7",1,0,1,0,0,1.11800907355416
17,1,0,19,0,1,1,"9",1,0,0,0,0,1.0983057455744
47,3,0,6,0,1,0,"7",1,1,1,9,6,0.708032623667355
28,1,0,16,0,0,0,"2",1,1,1,5,3,0.938722224267731
50,0,3,6,1,0,0,"4",1,0,1,1,0,0.619778471439041
43,0,0,19,0,0,0,"8",0,0,1,2,2,0.802064240102225
56,4,0,7,0,0,0,"10",1,1,0,1,0,1.61065155569381
28,0,1,5,0,0,1,"6",0,1,0,1,0,1.36905123228985
24,0,0,10,0,0,0,"2",1,1,1,4,3,0.835670413823731
20,1,1,6,0,0,0,"9",0,1,0,2,4,1.00510417967047
29,2,12,5,-99,0,1,"10",0,0,1,0,2,1.07605230990496
21,0,1,6,0,0,0,"8",0,1,0,1,0,1.04176285100462
31,1,0,17,0,1,0,"2",0,0,0,2,0,0.793924108304894
64,4,0,9,1,0,0,"8",1,0,0,0,0,1.0939908454211
73,2,0,11,0,1,0,"7",1,1,1,4,2,0.638620459964798
29,4,11,13,0,0,0,"7",1,0,1,4,1,1.0584219367315
68,3,1,12,0,1,1,"2",1,1,1,8,10,0.473216638364491
24,2,1,8,0,0,1,"9",0,1,0,2,0,1.23962687384739
37,2,0,18,1,0,0,"3",1,1,1,2,4,0.540834528294578
20,1,0,-99,1,1,1,"5",0,0,1,12,2,1.09978486902231
44,4,2,10,0,0,1,"6",0,0,0,2,2,0.895250331284406
41,0,0,9,0,0,1,"4",0,1,1,0,0,2.06207211959689
35,0,0,11,0,0,0,"5",0,1,1,1,0,2.03658015445299
72,1,2,7,1,0,0,"8",1,1,0,3,0,0.470675586136389
64,1,0,16,1,0,0,"5",0,0,1,1,0,1.18000481987418
82,1,0,8,1,0,0,"10",0,0,0,0,0,1.33548888944528
18,1,0,7,0,0,1,"7",0,0,1,0,3,0.338107788103934
66,0,0,19,0,0,1,"6",0,1,1,1,1,1.59404465568891
89,1,2,17,0,1,0,"9",1,1,0,0,0,0.753735205434074
91,1,1,-99,1,1,1,"8",1,1,0,1,0,1.38083700961533
71,0,0,16,0,1,0,"8",1,0,0,0,1,1.17052909556906
78,2,0,14,0,1,0,"10",1,0,1,3,0,0.861565827989744
71,1,5,18,0,1,0,"9",0,0,0,0,5,0.50882021337273
90,3,0,7,0,1,1,"2",0,0,1,3,1,1.10553025744472
48,3,1,5,0,0,1,"6",0,1,0,2,1,0.986691144348279
17,1,0,15,0,0,1,"8",0,1,1,1,0,0.90465539468326
85,3,2,16,0,1,1,"2",1,1,1,2,1,0.581219628807083
36,2,0,19,0,0,1,"7",0,0,1,1,1,1.05430749865171
85,4,2,12,0,1,1,"1",1,0,1,2,0,0.65740139869598
46,4,1,4,0,1,0,"3",1,1,1,6,2,1.69476879845119
46,0,1,19,0,0,1,"6",0,0,1,1,0,1.03950222111137
54,1,1,20,1,0,0,"7",1,0,1,1,0,0.731010368046652
44,0,0,8,0,0,1,"1",0,0,1,0,0,0.892005148607936
84,1,1,17,0,1,0,"9",0,0,0,0,10,1.00033202083882
18,0,1,16,-99,0,1,"9",0,1,1,11,0,1.25730571266257
47,1,7,14,1,1,0,"2",1,1,0,7,9,0.695632972765031
53,3,0,17,0,1,0,"2",0,1,0,1,2,1.17189778776374
75,1,1,13,0,1,1,"2",0,1,0,1,0,0.774375194673956
23,1,3,12,0,0,0,"5",1,0,1,0,1,0.860536904932134
21,1,0,19,0,0,0,"9",1,0,1,1,1,1.25990409300045
17,0,2,9,0,0,1,"8",0,0,1,1,2,0.698671161168686
56,4,0,8,0,1,0,"6",1,0,1,3,0,1.28236357762827
37,1,0,12,0,0,0,"6",0,0,1,0,0,2.06386846791253
50,0,0,7,0,0,0,"2",0,0,1,0,2,0.731181589335613
92,4,0,19,0,1,1,"6",1,0,0,0,0,1.84634338528589
66,4,3,15,0,1,1,"5",1,1,0,3,4,0.900367660002271
26,1,2,10,0,0,1,"10",0,0,1,0,2,1.15107715899869
47,2,2,11,0,0,1,"1",0,1,1,0,1,0.810466935676935
64,0,1,20,0,0,0,"4",0,0,1,1,4,0.916455174193294
81,4,1,4,0,0,1,"2",1,1,0,1,2,0.386342979120837
51,4,10,9,0,1,1,"3",1,1,1,12,12,0.548226228860559
42,2,0,17,0,0,0,"8",0,0,1,1,0,1.0323160262255
75,0,0,16,0,1,1,"10",1,0,0,2,0,1.18916917882958
49,0,0,20,0,0,0,"2",1,0,1,0,0,0.681822829611173
70,1,2,8,0,1,1,"8",1,0,1,0,2,0.716854023217123
43,0,0,17,0,0,0,"9",0,1,1,2,3,1.03456327081929
32,2,0,20,0,0,0,"9",0,1,1,0,0,0.976767773673338
33,0,0,13,0,0,0,"7",0,1,1,2,0,0.943546546405018
17,0,0,19,0,0,1,"10",1,0,1,1,1,1.32749094828118
81,3,0,20,0,1,1,"2",1,1,1,2,1,0.998296785300352
81,0,7,11,0,1,1,"7",1,0,0,2,5,1.11518542631854
83,3,9,17,0,1,1,"10",1,0,1,6,3,0.699578280551673
82,1,1,15,0,1,0,"10",1,0,1,0,0,0.860926976233648
87,2,0,15,0,1,1,"4",1,1,1,6,3,0.95167510871045
56,0,0,8,0,1,1,"9",1,1,1,2,0,1.08718317440873
42,4,2,4,0,0,1,"4",0,1,0,8,7,1.14551345393386
22,0,0,13,0,0,0,"10",0,1,1,0,0,1.03244712475532
29,3,2,18,1,1,0,"1",0,1,0,6,3,1.63821213764947
77,1,0,16,0,1,0,"9",1,0,0,1,0,1.52913659871538
20,4,2,15,-99,0,0,"3",0,1,0,2,1,1.53328751512236
71,3,0,5,0,0,1,"9",1,0,0,1,0,0.827532604753934
54,1,7,12,0,1,0,"7",1,1,0,10,12,0.708808317938861
70,4,1,14,0,1,0,"3",1,1,1,6,2,1.52883185690267
27,0,12,10,0,1,1,"5",0,1,0,10,10,0.614916587195198
85,0,1,14,0,1,1,"4",0,1,0,0,0,1.08711935443881
85,4,11,10,0,1,1,"7",1,1,1,6,0,0.595377141038912
71,0,4,19,-99,0,1,"7",0,1,1,10,0,0.688003120379513
55,4,6,15,0,0,0,"2",0,0,1,0,1,1.26984034513219
47,3,0,14,1,0,0,"8",0,1,1,2,0,0.488212008126117
81,4,0,19,0,1,0,"7",1,1,0,1,0,2.01510599062914
87,3,0,15,0,1,0,"10",0,0,1,0,1,1.18175989690006
80,0,0,9,0,1,0,"4",1,0,1,0,0,0.789916225358621
72,3,1,4,0,0,0,"2",0,1,0,0,0,0.604440829880388
82,4,0,10,1,1,0,"3",1,1,1,6,0,0.834107214066391
68,3,0,4,0,0,0,"9",1,0,0,2,9,1.39107823286919
61,3,0,17,0,1,1,"4",1,0,0,0,1,1.28546854207507
28,3,11,10,0,0,1,"3",0,1,1,11,9,0.754619118629241
61,4,4,9,0,1,0,"8",1,0,1,3,1,0.903126151657468
41,1,0,7,1,0,1,"4",0,0,1,1,1,1.0102206015096
23,0,0,14,0,0,1,"4",1,1,1,0,1,1.04591520360646
64,4,2,6,0,0,1,"6",0,0,0,0,0,0.946398092584398
79,4,12,10,0,1,1,"6",1,1,0,9,3,1.10582574730646
23,4,1,20,0,1,1,"10",1,1,0,5,3,0.471085995903658
64,4,1,9,0,1,0,"8",0,0,1,7,4,1.0756602051135
82,4,8,5,0,0,1,"7",0,0,0,0,0,0.891109385262354
81,0,0,4,0,1,0,"10",1,0,1,1,2,1.09203194286266
67,2,0,12,1,0,0,"5",0,0,1,0,0,2.00306379663536
26,3,0,12,0,0,1,"3",0,0,1,3,0,0.654487468350251
69,1,3,7,0,0,0,"8",0,0,0,0,0,0.579815629351722
25,3,0,20,0,0,0,"8",0,1,1,3,0,1.33486497428185
35,4,9,20,1,1,1,"6",1,0,0,0,0,0.883490408553911
40,0,0,8,0,0,1,"4",0,1,1,0,1,0.851847048488288
85,4,0,5,0,1,0,"3",0,0,1,1,0,1.01877360854913
91,0,0,4,0,1,1,"8",0,0,1,0,1,1.06401688699058
22,0,1,9,0,0,1,"4",0,0,1,4,2,1.20187371151489
47,1,11,11,0,0,0,"9",0,0,1,9,12,0.556432141031385
26,0,7,-99,0,1,0,"9",0,0,0,2,0,0.93658395341217
18,2,0,12,0,0,0,"9",0,0,1,2,1,0.956677976370556
21,1,2,11,0,0,1,"9",0,0,1,1,0,1.41172244203686
64,4,12,10,0,1,0,"9",1,1,1,10,9,0.787649803946786
28,0,1,15,0,0,0,"6",1,1,1,0,0,1.09645556664514
86,4,0,14,0,1,1,"5",0,0,1,2,0,1.54570419891909
27,2,9,11,0,1,1,"3",1,1,0,9,0,1.16253648037599
62,3,0,8,0,0,1,"10",0,1,0,2,0,1.05059655431933
45,3,1,20,0,1,0,"1",0,1,0,1,0,1.26215208911134
74,2,1,4,0,1,1,"2",1,0,1,0,0,0.645822190470374
88,0,0,10,0,1,0,"9",1,0,1,0,0,1.05263999814664
43,4,1,5,0,1,0,"8",1,1,1,10,7,0.83246000230186
83,3,0,16,1,1,1,"10",0,1,1,8,1,0.730979211653761
63,1,0,16,1,0,0,"6",0,1,1,0,0,1.07891246928024
92,4,0,8,0,0,1,"10",0,0,0,1,2,0.797277960981401
68,3,11,13,0,1,1,"10",1,1,1,7,3,0.675868828112722
33,0,0,15,0,1,1,"9",1,1,0,0,0,1.09102164562537
44,2,1,16,1,0,0,"4",0,1,1,7,4,0.836580223395788
77,1,3,15,0,1,1,"10",1,0,1,0,0,0.968723261967579
22,2,1,13,0,0,1,"7",0,1,1,2,0,0.976434696061464
72,4,3,8,0,0,1,"9",0,1,0,0,1,1.20972458731775
54,4,12,4,0,1,1,"1",1,1,1,12,11,0.515873651554953
51,2,0,11,0,1,1,"2",1,1,0,10,7,1.39042072093066
25,3,2,7,0,0,1,"9",0,0,0,1,1,0.643305404174826
61,0,8,14,0,0,1,"6",0,0,1,2,1,0.921015144725589
35,4,2,20,1,0,0,"9",1,0,1,1,0,0.857773915607715
45,0,0,5,0,0,0,"4",0,0,1,0,0,0.975622568164513
33,1,2,7,0,0,0,"9",0,1,0,2,3,1.46485629469315
38,0,8,5,0,0,0,"7",0,0,1,7,11,0.527175056511537
36,2,0,19,0,0,0,"10",0,0,1,2,0,1.54367285127969
39,3,10,17,0,1,0,"9",1,0,0,5,1,0.712696320370548
22,0,0,19,0,0,1,"5",1,1,1,3,1,1.01363180961769
58,4,0,15,0,1,0,"3",1,0,1,9,5,1.03360488215178
24,4,10,8,0,0,0,"7",1,0,1,5,1,0.597611100145753
63,4,3,16,0,1,0,"9",1,1,1,11,12,0.797113649801188
47,0,0,19,0,1,0,"7",0,1,0,0,0,2.50649740555051
71,4,5,6,0,1,0,"9",0,0,1,0,1,0.763000720978848
51,0,0,20,0,1,0,"10",0,1,0,0,0,1.6353300500503
27,4,2,7,0,1,1,"9",1,0,1,7,4,0.523230506000964
34,1,1,18,0,0,1,"1",1,0,1,2,2,1.62051127143244
68,4,2,7,0,1,1,"9",0,1,1,4,0,1.30670262930803
55,1,0,14,0,0,0,"3",0,1,1,3,2,1.06486379086016
54,0,10,13,0,1,0,"10",1,1,0,5,4,0.742963774287614
60,4,1,13,0,1,1,"8",0,0,1,7,4,0.756955828375258
79,2,2,17,0,1,1,"9",1,0,0,2,1,1.08340128257065
42,4,2,20,0,1,0,"4",1,1,0,3,0,0.624674660844868
31,1,0,12,0,0,1,"7",0,1,1,0,0,1.54639430675557
75,1,0,14,0,1,1,"4",1,0,0,2,0,1.20925865147851
35,0,0,9,0,0,1,"3",0,0,1,0,0,0.532144842393098
91,1,0,13,0,1,1,"1",1,0,0,1,0,1.11650714916503
62,3,9,9,0,0,0,"1",0,0,1,2,1,0.885587657001435
23,4,0,4,1,0,1,"5",0,0,1,4,0,1.14465635994795
63,2,2,12,1,0,0,"4",0,0,1,0,0,0.978728947487133
89,0,0,11,0,1,0,"7",1,0,1,0,0,2.28967374920796
24,0,0,15,0,0,1,"10",0,0,1,0,0,1.05837558963301
71,4,0,18,0,1,1,"6",1,0,0,0,0,2.87020377673871
17,4,1,16,0,0,0,"9",0,1,1,6,7,0.714234934366748
53,0,1,4,0,0,0,"10",0,1,0,1,1,0.809735058099435
35,3,2,9,0,0,0,"2",0,0,1,2,0,2.31332964046097
38,4,1,-99,0,1,1,"10",0,0,0,1,12,0.726114085380355
91,4,2,14,0,1,0,"8",0,1,1,9,7,0.601429483584046
66,3,4,13,0,1,1,"10",0,1,1,6,0,0.958387759155133
63,2,1,16,0,1,1,"3",1,1,0,1,2,0.679389397412689
77,1,0,12,0,1,1,"7",1,0,1,1,0,1.15624569277654
24,2,3,16,0,1,1,"3",0,1,0,3,1,1.16219104025157
44,0,0,8,0,0,1,"10",0,0,0,0,0,0.833868585887282
22,2,0,19,0,0,1,"6",1,0,1,1,0,0.749655880393409
73,0,0,5,0,1,1,"6",0,1,1,5,5,0.931437130060389
46,4,10,9,0,1,0,"10",1,1,1,12,10,0.570613816029618
49,4,8,18,0,1,1,"8",0,1,0,11,1,0.422595145397262
20,0,1,18,0,0,1,"8",1,0,1,0,1,0.989952021232739
46,0,0,13,0,0,1,"2",0,0,1,0,0,1.29219381170486
56,2,0,7,0,0,0,"10",1,0,0,0,0,1.26718684837302
36,0,0,13,0,0,1,"7",0,0,1,0,0,0.787717323164225
52,1,2,7,0,0,0,"9",0,1,0,1,0,0.91068162590544
52,0,10,18,0,0,1,"3",1,0,1,7,11,0.935591395894922
24,1,0,11,1,0,0,"9",1,0,1,1,2,0.94248411357472
17,0,0,11,0,0,1,"2",1,0,1,1,0,1.12998761106928
91,0,2,7,0,1,1,"7",0,0,1,1,3,0.812255499849239
29,1,1,19,0,0,1,"8",0,0,1,4,7,0.621242550019064
19,2,0,14,0,0,0,"3",1,1,1,3,2,0.63789084244824
71,0,1,8,0,1,0,"9",1,1,1,6,3,1.22936423600404
19,2,2,7,0,0,0,"5",0,1,0,0,0,0.931414912299756
48,4,1,4,1,1,1,"10",1,1,1,9,4,0.991787561832066
28,4,12,6,0,0,0,"1",0,1,1,12,12,0.960186975636284
52,1,0,16,0,1,1,"4",1,0,0,1,0,1.54267462445174
30,3,1,8,1,0,1,"3",0,0,0,0,0,1.63872286274941
44,3,11,16,0,0,0,"4",0,1,1,8,9,1.15530887178078
49,2,1,15,0,1,1,"5",1,0,0,2,0,0.588394557683504
91,3,1,16,0,1,1,"4",1,1,0,2,0,1.04071817858678
77,4,8,7,0,1,1,"5",0,1,1,12,12,0.816081934677776
36,3,2,19,0,1,1,"7",1,0,0,0,0,1.33304497027765
53,4,2,7,0,1,0,"4",1,1,1,5,1,1.58979836437033
31,4,10,9,1,0,1,"1",1,1,1,9,5,0.459957320808989
32,2,0,19,0,1,1,"1",0,1,0,1,2,0.759898483571793
24,0,0,16,0,0,1,"5",1,0,1,0,0,2.18484442802591
59,0,1,14,0,1,1,"4",1,1,0,0,0,1.57547891401094
30,0,1,7,0,0,1,"5",0,0,1,0,0,1.01386205818607
87,3,11,14,0,1,1,"9",1,0,0,0,1,0.870659087541715
53,0,0,12,0,0,0,"1",0,0,1,2,4,0.507737264097468
41,0,0,15,0,0,0,"8",0,1,1,0,0,0.845552583511962
73,3,0,17,1,1,1,"10",1,1,1,10,8,0.607317114081319
62,2,12,12,0,1,1,"8",1,1,0,12,12,0.937555273666983
56,4,12,10,0,1,1,"1",1,1,1,12,4,0.651871524908117
70,3,0,4,0,1,0,"3",1,1,1,3,0,0.648231191098536
75,3,7,15,0,1,1,"5",0,0,0,2,0,0.815274938454107
47,4,1,8,0,1,1,"6",0,0,1,11,11,0.483252130176013
69,3,0,19,0,1,1,"9",1,1,1,7,2,0.866458125161294
31,1,0,17,0,1,0,"6",1,1,0,0,1,0.958111359823704
37,4,4,9,0,1,1,"10",1,1,1,9,11,0.63781697228343
50,3,0,8,0,0,0,"9",0,1,0,0,0,0.979802768661248
21,4,10,17,0,0,0,"6",0,1,1,10,11,0.766716212766447
26,1,2,19,0,0,0,"4",1,1,1,3,0,0.825847877127657
75,1,3,13,0,1,0,"9",1,1,0,0,0,1.54395306751135
21,1,0,14,0,0,1,"3",1,0,1,2,3,0.81810125628154
46,3,0,20,0,1,0,"2",0,0,0,1,3,0.477804870039675
18,3,1,15,0,0,0,"8",0,0,1,0,3,0.917564700973944
69,4,1,9,0,0,0,"10",0,1,0,5,1,0.908650148645815
37,4,0,8,0,1,1,"8",1,1,1,3,3,0.823818810234585
81,0,0,11,0,1,0,"8",1,1,1,4,1,1.01438857500218
24,1,0,10,0,0,0,"4",0,0,1,2,0,1.17142022672222
45,1,1,18,0,1,1,"4",0,0,0,2,1,1.04184307511538
30,2,5,18,0,0,1,"6",0,1,1,9,12,0.675562346650638
40,0,0,6,0,0,0,"10",0,1,0,2,0,1.51251075249123
47,4,0,-99,0,0,0,"4",0,0,0,0,0,2.34178979282246
46,3,0,19,0,1,1,"4",0,1,0,0,0,0.791888008824656
72,1,0,15,0,1,1,"9",1,0,1,1,0,1.20017108007789
70,4,0,20,0,1,1,"8",1,0,0,1,0,1.26924108617469
61,1,0,14,0,1,0,"6",1,0,0,3,2,0.713809538625168
27,3,8,4,0,0,1,"10",1,1,0,8,10,0.764459349210957
51,1,4,19,0,1,0,"6",1,1,0,3,2,0.165942395529924
37,4,0,5,0,1,0,"5",1,1,1,10,10,0.824045176972062
33,0,0,12,1,0,1,"4",1,1,1,2,0,1.13500737371775
23,0,2,8,1,0,0,"5",0,1,0,0,1,0.750456557938436
46,1,0,19,1,1,0,"7",1,0,0,0,1,1.2494678240551
55,0,1,16,0,0,0,"8",0,0,1,1,3,0.86543495496352
86,3,1,12,0,1,1,"7",0,1,1,1,0,0.624780826966561
26,4,0,5,0,0,0,"5",1,1,0,4,0,0.520075316724968
68,3,3,9,0,1,1,"10",0,1,1,5,3,0.896090144179764
80,4,0,20,0,1,1,"9",0,0,1,3,0,0.919969216712164
47,0,0,19,-99,1,1,"4",1,0,0,1,0,0.698596493214425
60,1,0,16,0,1,0,"1",0,1,0,1,1,1.05555156860382
30,1,0,19,0,0,1,"3",1,1,1,2,0,0.886809254520687
75,1,1,11,0,1,1,"3",0,1,0,7,12,0.661750434085757
76,3,12,19,-99,1,1,"7",0,0,1,0,0,0.682660185094344
66,1,1,5,0,0,0,"6",0,1,0,0,4,0.952215139867538
56,0,0,8,0,1,1,"10",1,0,1,1,1,1.26953481164959
21,3,2,7,0,0,1,"8",1,1,0,2,2,1.16916367688383
90,0,0,13,0,1,1,"10",0,1,1,1,0,1.57814024778675
24,0,1,10,0,0,1,"8",0,0,1,1,1,1.02164130582429
40,0,0,11,1,0,1,"3",1,0,1,0,0,1.1299815742676
43,3,0,11,0,1,1,"8",1,1,1,6,1,1.24743641027166
62,2,2,8,0,1,0,"8",1,0,1,4,1,0.71280204356433
50,3,0,13,0,1,0,"10",1,0,1,7,6,0.844725937962089
82,3,0,6,0,1,1,"7",0,1,1,1,0,0.975599419187479
53,4,2,5,0,0,1,"7",1,1,0,2,0,1.02695964372856
36,0,0,15,0,1,1,"1",0,1,0,4,2,1.34724388418981
77,0,1,17,0,1,0,"9",1,1,0,1,12,0.646151629581617
39,3,9,13,1,0,1,"2",1,1,1,11,10,1.02771254161219
90,4,9,15,0,1,1,"5",1,0,0,4,7,0.700161899383106
25,0,1,19,0,0,0,"8",1,0,1,2,1,0.672409954415744
47,3,0,19,1,0,1,"10",0,0,1,1,3,0.764183434074057
52,0,0,4,0,0,1,"10",1,1,0,1,12,0.836051900038955
82,2,0,14,0,1,1,"5",1,1,0,3,0,1.56495674176897
19,4,0,7,-99,0,0,"6",0,1,1,10,2,0.965438998441827
45,0,2,15,0,0,0,"10",0,0,1,2,2,0.6394312304827
57,4,3,10,0,1,0,"7",1,1,1,5,0,0.677966460812566
20,2,3,8,0,0,1,"1",0,0,1,3,0,0.998583127026442
34,4,0,19,1,0,0,"3",1,1,1,3,0,1.40166571863102
